V,1008,Free Downloads,/msdownload
V,1009,Windows Family of OSs,/windows
V,1034,Internet Explorer,/ie
V,1030,Windows NT Server,/ntserver
V,1004,Microsoft.com Search,/search
V,1008,Free Downloads,/msdownload
V,1009,Windows Family of OSs,/windows
V,1008,Free Downloads,/msdownload
V,1004,Microsoft.com Search,/search
V,1034,Internet Explorer,/ie
V,1034,Internet Explorer,/ie
V,1026,Internet Site Construction for Developers,/sitebuilder
V,1026,Internet Site Construction for Developers,/sitebuilder
V,1059,Sweden,/sverige
V,1007,International IE content,/ie_intl
V,1038,SiteBuilder Network Membership,/sbnmember
V,1026,Internet Site Construction for Developers,/sitebuilder
V,1053,Jakarta,/visualj
V,1025,Web Site Builder's Gallery,/gallery
V,1046,IE Support,/iesupport
V,1034,Internet Explorer,/ie
V,1008,Free Downloads,/msdownload
V,1020,Developer Network,/msdn
V,1042,Visual Studio,/vstudio
V,1052,MS Word News,/word
V,1060,MS Word,/msword
V,1004,Microsoft.com Search,/search
V,1025,Web Site Builder's Gallery,/gallery
V,1008,Free Downloads,/msdownload
V,1034,Internet Explorer,/ie
V,1008,Free Downloads,/msdownload
V,1034,Internet Explorer,/ie
V,1008,Free Downloads,/msdownload
V,1034,Internet Explorer,/ie
V,1061,promo,/promo
V,1008,Free Downloads,/msdownload
V,1032,Games,/games
V,1026,Internet Site Construction for Developers,/sitebuilder
V,1008,Free Downloads,/msdownload
V,1007,International IE content,/ie_intl
V,1034,Internet Explorer,/ie
V,1034,Internet Explorer,/ie
V,1018,isapi,/isapi
V,1008,Free Downloads,/msdownload
V,1034,Internet Explorer,/ie
V,1045,NetMeeting,/netmeeting
V,1062,MS Access News,/msaccess
V,1017,Products,/products
V,1004,Microsoft.com Search,/search
V,1021,Visual C,/visualc
V,1008,Free Downloads,/msdownload
V,1056,sports,/sports
V,1046,IE Support,/iesupport
V,1040,MS Office Info,/office
V,1034,Internet Explorer,/ie
V,1004,Microsoft.com Search,/search
V,1023,Spain,/spain
V,1040,MS Office Info,/office
V,1017,Products,/products
V,1063,Intranet Strategy,/intranet
V,1064,MS Site Builder Workshop,/activeplatform
V,1065,Java Strategy and Info,/java
V,1066,Music Producer,/musicproducer
V,1067,FrontPage,/frontpage
V,1027,Internet Development,/intdev
V,1040,MS Office Info,/office
V,1061,promo,/promo
V,1068,VBScript Development,/vbscript
V,1042,Visual Studio,/vstudio
V,1034,Internet Explorer,/ie
V,1025,Web Site Builder's Gallery,/gallery
V,1069,Windows CE,/windowsce
V,1070,ActiveX Technology Development,/activex
V,1018,isapi,/isapi
V,1004,Microsoft.com Search,/search
V,1071,N. American Automap,/automap
V,1072,Visual InterDev,/vinterdev
V,1010,Visual Basic,/vbasic
V,1008,Free Downloads,/msdownload
V,1038,SiteBuilder Network Membership,/sbnmember
V,1023,Spain,/spain
V,1026,Internet Site Construction for Developers,/sitebuilder
V,1041,Developer Workshop,/workshop
V,1025,Web Site Builder's Gallery,/gallery
V,1026,Internet Site Construction for Developers,/sitebuilder
V,1008,Free Downloads,/msdownload
V,1017,Products,/products
V,1031,MS Office,/msoffice
V,1052,MS Word News,/word
V,1001,Support Desktop,/support
V,1003,Knowledge Base,/kb
V,1018,isapi,/isapi
V,1008,Free Downloads,/msdownload
V,1017,Products,/products
V,1034,Internet Explorer,/ie
V,1017,Products,/products
V,1004,Microsoft.com Search,/search
V,1000,regwiz,/regwiz
V,1031,MS Office,/msoffice
V,1017,Products,/products
V,1014,Office Free Stuff,/officefreestuff
V,1002,End User Produced View,/athome
V,1025,Web Site Builder's Gallery,/gallery
V,1022,Typography Site,/truetype
V,1026,Internet Site Construction for Developers,/sitebuilder
V,1017,Products,/products
V,1053,Jakarta,/visualj
V,1037,Windows 95,/windows95
V,1009,Windows Family of OSs,/windows
V,1032,Games,/games
V,1025,Web Site Builder's Gallery,/gallery
V,1001,Support Desktop,/support
V,1043,Connecting Small Business,/smallbiz
V,1004,Microsoft.com Search,/search
V,1008,Free Downloads,/msdownload
V,1030,Windows NT Server,/ntserver
V,1017,Products,/products
V,1003,Knowledge Base,/kb
V,1001,Support Desktop,/support
V,1034,Internet Explorer,/ie
V,1002,End User Produced View,/athome
V,1004,Microsoft.com Search,/search
V,1073,Taiwan,/taiwan
V,1007,International IE content,/ie_intl
V,1008,Free Downloads,/msdownload
V,1034,Internet Explorer,/ie
V,1008,Free Downloads,/msdownload
V,1034,Internet Explorer,/ie
V,1034,Internet Explorer,/ie
V,1036,Corporate Desktop Evaluation,/organizations
V,1040,MS Office Info,/office
V,1008,Free Downloads,/msdownload
V,1034,Internet Explorer,/ie
V,1025,Web Site Builder's Gallery,/gallery
V,1069,Windows CE,/windowsce
V,1017,Products,/products
V,1074,Windows NT Workstation,/ntworkstation
V,1008,Free Downloads,/msdownload
V,1037,Windows 95,/windows95
V,1009,Windows Family of OSs,/windows
V,1026,Internet Site Construction for Developers,/sitebuilder
V,1032,Games,/games
V,1034,Internet Explorer,/ie
V,1008,Free Downloads,/msdownload
V,1034,Internet Explorer,/ie
V,1000,regwiz,/regwiz
V,1014,Office Free Stuff,/officefreestuff
V,1008,Free Downloads,/msdownload
V,1007,International IE content,/ie_intl
V,1035,Windows95 Support,/windowssupport
V,1001,Support Desktop,/support
V,1003,Knowledge Base,/kb
V,1018,isapi,/isapi
V,1295,Training,/train_cert
V,1034,Internet Explorer,/ie
V,1002,End User Produced View,/athome
V,1008,Free Downloads,/msdownload
V,1034,Internet Explorer,/ie
V,1008,Free Downloads,/msdownload
V,1007,International IE content,/ie_intl
V,1034,Internet Explorer,/ie
V,1008,Free Downloads,/msdownload
V,1009,Windows Family of OSs,/windows
V,1017,Products,/products
V,1034,Internet Explorer,/ie
V,1004,Microsoft.com Search,/search
V,1034,Internet Explorer,/ie
V,1032,Games,/games
V,1034,Internet Explorer,/ie
V,1001,Support Desktop,/support
V,1001,Support Desktop,/support
V,1003,Knowledge Base,/kb
V,1000,regwiz,/regwiz
V,1050,Macintosh Office,/macoffice
V,1053,Jakarta,/visualj
V,1008,Free Downloads,/msdownload
V,1046,IE Support,/iesupport
V,1034,Internet Explorer,/ie
V,1075,Job Openings,/jobs
V,1018,isapi,/isapi
V,1074,Windows NT Workstation,/ntworkstation
V,1008,Free Downloads,/msdownload
V,1017,Products,/products
V,1034,Internet Explorer,/ie
V,1067,FrontPage,/frontpage
V,1076,NT Workstation Support,/ntwkssupport
V,1017,Products,/products
V,1004,Microsoft.com Search,/search
V,1034,Internet Explorer,/ie
V,1064,MS Site Builder Workshop,/activeplatform
V,1026,Internet Site Construction for Developers,/sitebuilder
V,1077,MS Office Support,/msofficesupport
V,1022,Typography Site,/truetype
V,1040,MS Office Info,/office
V,1001,Support Desktop,/support
V,1018,isapi,/isapi
V,1053,Jakarta,/visualj
V,1042,Visual Studio,/vstudio
V,1004,Microsoft.com Search,/search
V,1067,FrontPage,/frontpage
V,1004,Microsoft.com Search,/search
V,1008,Free Downloads,/msdownload
V,1034,Internet Explorer,/ie
V,1034,Internet Explorer,/ie
V,1034,Internet Explorer,/ie
V,1008,Free Downloads,/msdownload
V,1009,Windows Family of OSs,/windows
V,1017,Products,/products
V,1001,Support Desktop,/support
V,1003,Knowledge Base,/kb
V,1024,Internet Information Server,/iis
V,1034,Internet Explorer,/ie
V,1018,isapi,/isapi
V,1020,Developer Network,/msdn
V,1070,ActiveX Technology Development,/activex
V,1042,Visual Studio,/vstudio
V,1025,Web Site Builder's Gallery,/gallery
V,1034,Internet Explorer,/ie
V,1035,Windows95 Support,/windowssupport
V,1009,Windows Family of OSs,/windows
V,1001,Support Desktop,/support
V,1002,End User Produced View,/athome
V,1018,isapi,/isapi
V,1072,Visual InterDev,/vinterdev
V,1001,Support Desktop,/support
V,1003,Knowledge Base,/kb
V,1004,Microsoft.com Search,/search
V,1078,NT Server Support,/ntserversupport
V,1079,Australia,/australia
V,1008,Free Downloads,/msdownload
V,1004,Microsoft.com Search,/search
V,1040,MS Office Info,/office
V,1008,Free Downloads,/msdownload
V,1009,Windows Family of OSs,/windows
V,1080,Brazil,/brasil
V,1081,Access Development,/accessdev
V,1082,MS Access,/access
V,1040,MS Office Info,/office
V,1001,Support Desktop,/support
V,1018,isapi,/isapi
V,1083,MS Access Support,/msaccesssupport
V,1034,Internet Explorer,/ie
V,1058,SP Referral (ART),/referral
V,1001,Support Desktop,/support
V,1004,Microsoft.com Search,/search
V,1007,International IE content,/ie_intl
V,1018,isapi,/isapi
V,1084,UK,/uk
V,1085,Exchange Support,/exchangesupport
V,1086,OEM,/oem
V,1087,MS Proxy Server,/proxy
V,1054,Exchange,/exchange
V,1036,Corporate Desktop Evaluation,/organizations
V,1077,MS Office Support,/msofficesupport
V,1040,MS Office Info,/office
V,1003,Knowledge Base,/kb
V,1088,OutLook,/outlook
V,1017,Products,/products
V,1018,isapi,/isapi
V,1014,Office Free Stuff,/officefreestuff
V,1000,regwiz,/regwiz
V,1089,Office Reference,/officereference
V,1001,Support Desktop,/support
V,1017,Products,/products
V,1018,isapi,/isapi
V,1035,Windows95 Support,/windowssupport
V,1037,Windows 95,/windows95
V,1090,Games Support,/gamessupport
V,1009,Windows Family of OSs,/windows
V,1001,Support Desktop,/support
V,1032,Games,/games
V,1010,Visual Basic,/vbasic
V,1025,Web Site Builder's Gallery,/gallery
V,1020,Developer Network,/msdn
V,1026,Internet Site Construction for Developers,/sitebuilder
V,1041,Developer Workshop,/workshop
V,1004,Microsoft.com Search,/search
V,1004,Microsoft.com Search,/search
V,1038,SiteBuilder Network Membership,/sbnmember
V,1041,Developer Workshop,/workshop
V,1008,Free Downloads,/msdownload
V,1045,NetMeeting,/netmeeting
V,1034,Internet Explorer,/ie
V,1010,Visual Basic,/vbasic
V,1017,Products,/products
V,1059,Sweden,/sverige
V,1008,Free Downloads,/msdownload
V,1017,Products,/products
V,1034,Internet Explorer,/ie
V,1000,regwiz,/regwiz
V,1025,Web Site Builder's Gallery,/gallery
V,1022,Typography Site,/truetype
V,1046,IE Support,/iesupport
V,1040,MS Office Info,/office
V,1039,Internet Service Providers,/isp
V,1026,Internet Site Construction for Developers,/sitebuilder
V,1049,Support Network Program Information,/supportnet
V,1034,Internet Explorer,/ie
V,1002,End User Produced View,/athome
V,1018,isapi,/isapi
V,1091,Windows Hardware Development,/hwdev
V,1039,Internet Service Providers,/isp
V,1008,Free Downloads,/msdownload
V,1038,SiteBuilder Network Membership,/sbnmember
V,1060,MS Word,/msword
V,1026,Internet Site Construction for Developers,/sitebuilder
V,1034,Internet Explorer,/ie
V,1035,Windows95 Support,/windowssupport
V,1003,Knowledge Base,/kb
V,1018,isapi,/isapi
V,1004,Microsoft.com Search,/search
V,1008,Free Downloads,/msdownload
V,1008,Free Downloads,/msdownload
V,1025,Web Site Builder's Gallery,/gallery
V,1026,Internet Site Construction for Developers,/sitebuilder
V,1063,Intranet Strategy,/intranet
V,1041,Developer Workshop,/workshop
V,1034,Internet Explorer,/ie
V,1030,Windows NT Server,/ntserver
V,1078,NT Server Support,/ntserversupport
V,1018,isapi,/isapi
V,1025,Web Site Builder's Gallery,/gallery
V,1007,International IE content,/ie_intl
V,1017,Products,/products
V,1092,Visual FoxPro,/vfoxpro
V,1017,Products,/products
V,1024,Internet Information Server,/iis
V,1035,Windows95 Support,/windowssupport
V,1020,Developer Network,/msdn
V,1003,Knowledge Base,/kb
V,1001,Support Desktop,/support
V,1078,NT Server Support,/ntserversupport
V,1018,isapi,/isapi
V,1034,Internet Explorer,/ie
V,1004,Microsoft.com Search,/search
V,1036,Corporate Desktop Evaluation,/organizations
V,1000,regwiz,/regwiz
V,1040,MS Office Info,/office
V,1014,Office Free Stuff,/officefreestuff
V,1008,Free Downloads,/msdownload
V,1017,Products,/products
V,1018,isapi,/isapi
V,1021,Visual C,/visualc
V,1019,MS PowerPoint,/mspowerpoint
V,1057,MS PowerPoint News,/powerpoint
V,1010,Visual Basic,/vbasic
V,1093,VBA Development,/vba
V,1094,Microsoft Home,/mshome
V,1011,MS Office Development,/officedev
V,1095,Product Catalog,/catalog
V,1026,Internet Site Construction for Developers,/sitebuilder
V,1068,VBScript Development,/vbscript
V,1041,Developer Workshop,/workshop
V,1032,Games,/games
V,1096,Microsoft Press,/mspress
V,1042,Visual Studio,/vstudio
V,1097,Latin America Region,/latam
V,1008,Free Downloads,/msdownload
V,1098,For Developers Only,/devonly
V,1046,IE Support,/iesupport
V,1099,Executive Computing,/cio
V,1054,Exchange,/exchange
V,1008,Free Downloads,/msdownload
V,1034,Internet Explorer,/ie
V,1008,Free Downloads,/msdownload
V,1007,International IE content,/ie_intl
V,1017,Products,/products
V,1008,Free Downloads,/msdownload
V,1000,regwiz,/regwiz
V,1036,Corporate Desktop Evaluation,/organizations
V,1040,MS Office Info,/office
V,1052,MS Word News,/word
V,1031,MS Office,/msoffice
V,1003,Knowledge Base,/kb
V,1009,Windows Family of OSs,/windows
V,1045,NetMeeting,/netmeeting
V,1100,MS in Education,/education
V,1040,MS Office Info,/office
V,1000,regwiz,/regwiz
V,1008,Free Downloads,/msdownload
V,1027,Internet Development,/intdev
V,1009,Windows Family of OSs,/windows
V,1024,Internet Information Server,/iis
V,1041,Developer Workshop,/workshop
V,1101,Microsoft OLE DB,/oledb
V,1072,Visual InterDev,/vinterdev
V,1017,Products,/products
V,1071,N. American Automap,/automap
V,1102,Microsoft Home Essentials,/homeessentials
V,1103,MS Works,/works
V,1001,Support Desktop,/support
V,1008,Free Downloads,/msdownload
V,1009,Windows Family of OSs,/windows
V,1030,Windows NT Server,/ntserver
V,1017,Products,/products
V,1061,promo,/promo
V,1004,Microsoft.com Search,/search
V,1025,Web Site Builder's Gallery,/gallery
V,1026,Internet Site Construction for Developers,/sitebuilder
V,1034,Internet Explorer,/ie
V,1008,Free Downloads,/msdownload
V,1020,Developer Network,/msdn
V,1001,Support Desktop,/support
V,1003,Knowledge Base,/kb
V,1018,isapi,/isapi
V,1004,Microsoft.com Search,/search
V,1008,Free Downloads,/msdownload
V,1016,MS Excel,/excel
V,1011,MS Office Development,/officedev
V,1040,MS Office Info,/office
V,1079,Australia,/australia
V,1018,isapi,/isapi
V,1038,SiteBuilder Network Membership,/sbnmember
V,1009,Windows Family of OSs,/windows
V,1026,Internet Site Construction for Developers,/sitebuilder
V,1041,Developer Workshop,/workshop
V,1034,Internet Explorer,/ie
V,1082,MS Access,/access
V,1062,MS Access News,/msaccess
V,1083,MS Access Support,/msaccesssupport
V,1030,Windows NT Server,/ntserver
V,1017,Products,/products
V,1004,Microsoft.com Search,/search
V,1079,Australia,/australia
V,1008,Free Downloads,/msdownload
V,1035,Windows95 Support,/windowssupport
V,1003,Knowledge Base,/kb
V,1018,isapi,/isapi
V,1008,Free Downloads,/msdownload
V,1007,International IE content,/ie_intl
V,1018,isapi,/isapi
V,1035,Windows95 Support,/windowssupport
V,1030,Windows NT Server,/ntserver
V,1037,Windows 95,/windows95
V,1055,MSHome Kids Stuff,/kids
V,1009,Windows Family of OSs,/windows
V,1017,Products,/products
V,1004,Microsoft.com Search,/search
V,1077,MS Office Support,/msofficesupport
V,1017,Products,/products
V,1031,MS Office,/msoffice
V,1040,MS Office Info,/office
V,1001,Support Desktop,/support
V,1003,Knowledge Base,/kb
V,1017,Products,/products
V,1096,Microsoft Press,/mspress
V,1038,SiteBuilder Network Membership,/sbnmember
V,1053,Jakarta,/visualj
V,1004,Microsoft.com Search,/search
V,1035,Windows95 Support,/windowssupport
V,1008,Free Downloads,/msdownload
V,1076,NT Workstation Support,/ntwkssupport
V,1017,Products,/products
V,1003,Knowledge Base,/kb
V,1018,isapi,/isapi
V,1034,Internet Explorer,/ie
V,1104,Hong Kong,/hk
V,1004,Microsoft.com Search,/search
V,1025,Web Site Builder's Gallery,/gallery
V,1026,Internet Site Construction for Developers,/sitebuilder
V,1008,Free Downloads,/msdownload
V,1069,Windows CE,/windowsce
V,1008,Free Downloads,/msdownload
V,1017,Products,/products
V,1034,Internet Explorer,/ie
V,1003,Knowledge Base,/kb
V,1034,Internet Explorer,/ie
V,1004,Microsoft.com Search,/search
V,1071,N. American Automap,/automap
V,1017,Products,/products
V,1004,Microsoft.com Search,/search
V,1036,Corporate Desktop Evaluation,/organizations
V,1008,Free Downloads,/msdownload
V,1037,Windows 95,/windows95
V,1009,Windows Family of OSs,/windows
V,1052,MS Word News,/word
V,1032,Games,/games
V,1008,Free Downloads,/msdownload
V,1011,MS Office Development,/officedev
V,1040,MS Office Info,/office
V,1017,Products,/products
V,1061,promo,/promo
V,1014,Office Free Stuff,/officefreestuff
V,1004,Microsoft.com Search,/search
V,1021,Visual C,/visualc
V,1105,France,/france
V,1008,Free Downloads,/msdownload
V,1106,Czech Republic,/cze
V,1107,Slovakia,/slovakia
V,1009,Windows Family of OSs,/windows
V,1003,Knowledge Base,/kb
V,1018,isapi,/isapi
V,1035,Windows95 Support,/windowssupport
V,1008,Free Downloads,/msdownload
V,1009,Windows Family of OSs,/windows
V,1018,isapi,/isapi
V,1034,Internet Explorer,/ie
V,1025,Web Site Builder's Gallery,/gallery
V,1007,International IE content,/ie_intl
V,1026,Internet Site Construction for Developers,/sitebuilder
V,1041,Developer Workshop,/workshop
V,1000,regwiz,/regwiz
V,1026,Internet Site Construction for Developers,/sitebuilder
V,1017,Products,/products
V,1034,Internet Explorer,/ie
V,1104,Hong Kong,/hk
V,1295,Training,/train_cert
V,1100,MS in Education,/education
V,1004,Microsoft.com Search,/search
V,1108,MS TeamManager,/teammanager
V,1295,Training,/train_cert
V,1054,Exchange,/exchange
V,1109,TechNet (World Wide Web Edition),/technet
V,1100,MS in Education,/education
V,1017,Products,/products
V,1088,OutLook,/outlook
V,1004,Microsoft.com Search,/search
V,1008,Free Downloads,/msdownload
V,1106,Czech Republic,/cze
V,1009,Windows Family of OSs,/windows
V,1004,Microsoft.com Search,/search
V,1008,Free Downloads,/msdownload
V,1034,Internet Explorer,/ie
V,1044,Developer Media Development,/mediadev
V,1074,Windows NT Workstation,/ntworkstation
V,1110,Mastering Series,/mastering
V,1295,Training,/train_cert
V,1009,Windows Family of OSs,/windows
V,1031,MS Office,/msoffice
V,1032,Games,/games
V,1034,Internet Explorer,/ie
V,1111,Visual Source Safe,/ssafe
V,1017,Products,/products
V,1092,Visual FoxPro,/vfoxpro
V,1018,isapi,/isapi
V,1004,Microsoft.com Search,/search
V,1021,Visual C,/visualc
V,1008,Free Downloads,/msdownload
V,1010,Visual Basic,/vbasic
V,1112,Canada,/canada
V,1053,Jakarta,/visualj
V,1002,End User Produced View,/athome
V,1034,Internet Explorer,/ie
V,1008,Free Downloads,/msdownload
V,1009,Windows Family of OSs,/windows
V,1039,Internet Service Providers,/isp
V,1008,Free Downloads,/msdownload
V,1034,Internet Explorer,/ie
V,1008,Free Downloads,/msdownload
V,1034,Internet Explorer,/ie
V,1092,Visual FoxPro,/vfoxpro
V,1004,Microsoft.com Search,/search
V,1018,isapi,/isapi
V,1113,Internet Security Framework,/security
V,1026,Internet Site Construction for Developers,/sitebuilder
V,1041,Developer Workshop,/workshop
V,1034,Internet Explorer,/ie
V,1017,Products,/products
V,1076,NT Workstation Support,/ntwkssupport
V,1114,Service Advantage,/servad
V,1018,isapi,/isapi
V,1074,Windows NT Workstation,/ntworkstation
V,1008,Free Downloads,/msdownload
V,1115,Hungary,/hun
V,1001,Support Desktop,/support
V,1003,Knowledge Base,/kb
V,1030,Windows NT Server,/ntserver
V,1009,Windows Family of OSs,/windows
V,1017,Products,/products
V,1074,Windows NT Workstation,/ntworkstation
V,1017,Products,/products
V,1004,Microsoft.com Search,/search
V,1014,Office Free Stuff,/officefreestuff
V,1000,regwiz,/regwiz
V,1008,Free Downloads,/msdownload
V,1052,MS Word News,/word
V,1040,MS Office Info,/office
V,1031,MS Office,/msoffice
V,1001,Support Desktop,/support
V,1008,Free Downloads,/msdownload
V,1027,Internet Development,/intdev
V,1009,Windows Family of OSs,/windows
V,1026,Internet Site Construction for Developers,/sitebuilder
V,1018,isapi,/isapi
V,1034,Internet Explorer,/ie
V,1000,regwiz,/regwiz
V,1032,Games,/games
V,1008,Free Downloads,/msdownload
V,1040,MS Office Info,/office
V,1004,Microsoft.com Search,/search
V,1045,NetMeeting,/netmeeting
V,1046,IE Support,/iesupport
V,1049,Support Network Program Information,/supportnet
V,1041,Developer Workshop,/workshop
V,1003,Knowledge Base,/kb
V,1018,isapi,/isapi
V,1116,Switzerland,/switzerland
V,1020,Developer Network,/msdn
V,1109,TechNet (World Wide Web Edition),/technet
V,1017,Products,/products
V,1008,Free Downloads,/msdownload
V,1066,Music Producer,/musicproducer
V,1017,Products,/products
V,1004,Microsoft.com Search,/search
V,1117,Sidewinder,/sidewinder
V,1034,Internet Explorer,/ie
V,1009,Windows Family of OSs,/windows
V,1080,Brazil,/brasil
V,1071,N. American Automap,/automap
V,1008,Free Downloads,/msdownload
V,1032,Games,/games
V,1001,Support Desktop,/support
V,1003,Knowledge Base,/kb
V,1004,Microsoft.com Search,/search
V,1018,isapi,/isapi
V,1073,Taiwan,/taiwan
V,1034,Internet Explorer,/ie
V,1018,isapi,/isapi
V,1118,SQL Server,/sql
V,1113,Internet Security Framework,/security
V,1020,Developer Network,/msdn
V,1003,Knowledge Base,/kb
V,1034,Internet Explorer,/ie
V,1004,Microsoft.com Search,/search
V,1001,Support Desktop,/support
V,1003,Knowledge Base,/kb
V,1013,Visual Basic Support,/vbasicsupport
V,1018,isapi,/isapi
V,1030,Windows NT Server,/ntserver
V,1017,Products,/products
V,1017,Products,/products
V,1004,Microsoft.com Search,/search
V,1119,Corporation Information,/corpinfo
V,1088,OutLook,/outlook
V,1014,Office Free Stuff,/officefreestuff
V,1120,Switching from Competitive Products,/switch
V,1017,Products,/products
V,1008,Free Downloads,/msdownload
V,1112,Canada,/canada
V,1031,MS Office,/msoffice
V,1121,Microsoft Magazine,/magazine
V,1060,MS Word,/msword
V,1032,Games,/games
V,1002,End User Produced View,/athome
V,1004,Microsoft.com Search,/search
V,1002,End User Produced View,/athome
V,1122,Microsoft User Group Program,/mindshare
V,1009,Windows Family of OSs,/windows
V,1004,Microsoft.com Search,/search
V,1008,Free Downloads,/msdownload
V,1058,SP Referral (ART),/referral
V,1076,NT Workstation Support,/ntwkssupport
V,1003,Knowledge Base,/kb
V,1001,Support Desktop,/support
V,1078,NT Server Support,/ntserversupport
V,1018,isapi,/isapi
V,1034,Internet Explorer,/ie
V,1003,Knowledge Base,/kb
V,1004,Microsoft.com Search,/search
V,1040,MS Office Info,/office
V,1008,Free Downloads,/msdownload
V,1001,Support Desktop,/support
V,1004,Microsoft.com Search,/search
V,1025,Web Site Builder's Gallery,/gallery
V,1004,Microsoft.com Search,/search
V,1034,Internet Explorer,/ie
V,1008,Free Downloads,/msdownload
V,1034,Internet Explorer,/ie
